 Coleta de lixo - Brasil
Moradores por Município
Período:2010
"Município";"Moradores"
"411065 IRACEMA DO OESTE";2574
"411070 IRATI";55880
"411080 IRETAMA";10551
"411090 ITAGUAJE";4540
"411095 ITAIPULANDIA";8939
"411100 ITAMBARACA";6721
"411110 ITAMBE";5973
"411120 ITAPEJARA D'OESTE";10478
"411125 ITAPERUCU";23830
"411130 ITAUNA DO SUL";3579
"411140 IVAI";12757
"411150 IVAIPORA";31665
"411155 IVATE";7493
"411160 IVATUBA";2545
"411170 JABOTI";4892
"411180 JACAREZINHO";38674
"411190 JAGUAPITA";12071
"411200 JAGUARIAIVA";32472
"411210 JANDAIA DO SUL";20131
"411220 JANIOPOLIS";6525
"411230 JAPIRA";4900
"411240 JAPURA";8545
"411250 JARDIM ALEGRE";12301
"411260 JARDIM OLINDA";1409
"411270 JATAIZINHO";11815
"411275 JESUITAS";8986
"411280 JOAQUIM TAVORA";10654
"411290 JUNDIAI DO SUL";3326
"411295 JURANDA";7607
"411300 JUSSARA";6606
"411310 KALORE";4447
"411320 LAPA";44788
"411325 LARANJAL";6209
"411330 LARANJEIRAS DO SUL";30481
"411340 LEOPOLIS";4117
"411342 LIDIANOPOLIS";3967
"411345 LINDOESTE";5357
"411350 LOANDA";21036
"411360 LOBATO";4387
"411370 LONDRINA";503566
"411373 LUIZIANA";7257
"411375 LUNARDELLI";5157
"411380 LUPIONOPOLIS";4571
"411390 MALLET";12903
"411400 MAMBORE";13869
"411410 MANDAGUACU";19706
"411420 MANDAGUARI";32527
"411430 MANDIRITUBA";22129
"411435 MANFRINOPOLIS";3118
"411440 MANGUEIRINHA";16968
"411450 MANOEL RIBAS";13002
"411460 MARECHAL CANDIDO RONDON";46592
"411470 MARIA HELENA";5929
"411480 MARIALVA";31867
"411490 MARILANDIA DO SUL";8805
"411500 MARILENA";6852
"411510 MARILUZ";10195
"411520 MARINGA";354458
"411530 MARIOPOLIS";6265
"411535 MARIPA";5662
"411540 MARMELEIRO";13862
"411545 MARQUINHO";4978
"411550 MARUMBI";4598
"411560 MATELANDIA";15485
"411570 MATINHOS";29205
"411573 MATO RICO";3776
"411575 MAUA DA SERRA";8534
"411580 MEDIANEIRA";41582
"411585 MERCEDES";4996
"411590 MIRADOR";2324
"411600 MIRASELVA";1854
"411605 MISSAL";10449
"411610 MOREIRA SALES";12537
"411620 MORRETES";15633
"411630 MUNHOZ DE MELO";3665
"411640 NOSSA SENHORA DAS GRACAS";3832
"411650 NOVA ALIANCA DO IVAI";1414
"411660 NOVA AMERICA DA COLINA";3478
"411670 NOVA AURORA";11818
"411680 NOVA CANTU";7408
"411690 NOVA ESPERANCA";26515
"411695 NOVA ESPERANCA DO SUDOESTE";5082
"411700 NOVA FATIMA";8130
"411705 NOVA LARANJEIRAS";11153
"411710 NOVA LONDRINA";13001
"411720 NOVA OLIMPIA";5463
"411721 NOVA SANTA BARBARA";3894
"411722 NOVA SANTA ROSA";7582
"411725 NOVA PRATA DO IGUACU";10331
"411727 NOVA TEBAS";7371
"411729 NOVO ITACOLOMI";2817
"411730 ORTIGUEIRA";23319
"411740 OURIZONA";3378
"411745 OURO VERDE DO OESTE";5682
"411750 PAICANDU";35860
"411760 PALMAS";42542
"411770 PALMEIRA";31971
"411780 PALMITAL";14823
"411790 PALOTINA";28523
"411800 PARAISO DO NORTE";11715
"411810 PARANACITY";10228
"411820 PARANAGUA";139750
"411830 PARANAPOEMA";2782
"411840 PARANAVAI";81102
"411845 PATO BRAGADO";4809
"411850 PATO BRANCO";71890
"411860 PAULA FREITAS";5405
"411870 PAULO FRONTIN";6881
"411880 PEABIRU";13538
"411885 PEROBAL";5650
"411890 PEROLA";10138
"411900 PEROLA D'OESTE";6718
"411910 PIEN";11197
"411915 PINHAIS";116235
"411920 PINHALAO";6203
"411925 PINHAL DE SAO BENTO";2611
"411930 PINHAO";30049
"411940 PIRAI DO SUL";23330
"411950 PIRAQUARA";88326
"411960 PITANGA";32516
"411965 PITANGUEIRAS";2814
"411970 PLANALTINA DO PARANA";4081
"411980 PLANALTO";13535
"411990 PONTA GROSSA";309763
"411995 PONTAL DO PARANA";20831
"412000 PORECATU";13534
"412010 PORTO AMAZONAS";4489
"412015 PORTO BARREIRO";3589
"412020 PORTO RICO";2511
"412030 PORTO VITORIA";3957
"412033 PRADO FERREIRA";3408
"412035 PRANCHITA";5594
"412040 PRESIDENTE CASTELO BRANCO";4752
"412050 PRIMEIRO DE MAIO";10796
"412060 PRUDENTOPOLIS";48112
"412065 QUARTO CENTENARIO";4854
"412070 QUATIGUA";7017
"412080 QUATRO BARRAS";19748
"412085 QUATRO PONTES";3778
"412090 QUEDAS DO IGUACU";30452
"412100 QUERENCIA DO NORTE";11465
"412110 QUINTA DO SOL";5062
"412120 QUITANDINHA";17023
"412125 RAMILANDIA";4122
"412130 RANCHO ALEGRE";3946
"412135 RANCHO ALEGRE D'OESTE";2847
"412140 REALEZA";16251
"412150 REBOUCAS";14143
"412160 RENASCENCA";6757
"412170 RESERVA";25080
"412175 RESERVA DO IGUACU";7248
"412180 RIBEIRAO CLARO";10621
"412190 RIBEIRAO DO PINHAL";13398
"412200 RIO AZUL";13948
"412210 RIO BOM";3287
"412215 RIO BONITO DO IGUACU";13543
"412217 RIO BRANCO DO IVAI";3882
"412220 RIO BRANCO DO SUL";30616
"412230 RIO NEGRO";31108
"412240 ROLANDIA";57683
"412250 RONCADOR";11440
"412260 RONDON";8978
"412265 ROSARIO DO IVAI";5560
"412270 SABAUDIA";6085
"412280 SALGADO FILHO";4385
"412290 SALTO DO ITARARE";5148
"412300 SALTO DO LONTRA";13639
"412310 SANTA AMELIA";3795
"412320 SANTA CECILIA DO PAVAO";3630
"412330 SANTA CRUZ DE MONTE CASTELO";8014
"412340 SANTA FE";10390
"412350 SANTA HELENA";23315
"412360 SANTA INES";1811
"412370 SANTA ISABEL DO IVAI";8717
"412380 SANTA IZABEL DO OESTE";13078
"412382 SANTA LUCIA";3923
"412385 SANTA MARIA DO OESTE";11472
"412390 SANTA MARIANA";12412
"412395 SANTA MONICA";3553
"412400 SANTANA DO ITARARE";5222
"412402 SANTA TEREZA DO OESTE";10326
"412405 SANTA TEREZINHA DE ITAIPU";20766
"412410 SANTO ANTONIO DA PLATINA";42504
"412420 SANTO ANTONIO DO CAIUA";2725
"412430 SANTO ANTONIO DO PARAISO";2397
"412440 SANTO ANTONIO DO SUDOESTE";18843
"412450 SANTO INACIO";5245
"412460 SAO CARLOS DO IVAI";6292
"412470 SAO JERONIMO DA SERRA";11319
"412480 SAO JOAO";10561
"412490 SAO JOAO DO CAIUA";5873
"412500 SAO JOAO DO IVAI";11456
"412510 SAO JOAO DO TRIUNFO";13571
"412520 SAO JORGE D'OESTE";9070
"412530 SAO JORGE DO IVAI";5506
"412535 SAO JORGE DO PATROCINIO";6025
"412540 SAO JOSE DA BOA VISTA";6485
"412545 SAO JOSE DAS PALMEIRAS";3820
"412550 SAO JOSE DOS PINHAIS";263160
"412555 SAO MANOEL DO PARANA";2097
"412560 SAO MATEUS DO SUL";41095
"412570 SAO MIGUEL DO IGUACU";25672
"412575 SAO PEDRO DO IGUACU";6472
"412580 SAO PEDRO DO IVAI";10130
"412590 SAO PEDRO DO PARANA";2486
"412600 SAO SEBASTIAO DA AMOREIRA";8572
"412610 SAO TOME";5348
"412620 SAPOPEMA";6686
"412625 SARANDI";82716
"412627 SAUDADE DO IGUACU";5024
"412630 SENGES";18336
"412635 SERRANOPOLIS DO IGUACU";4563
"412640 SERTANEJA";5812
"412650 SERTANOPOLIS";15577
"412660 SIQUEIRA CAMPOS";18378
"412665 SULINA";3387
"412667 TAMARANA";12235
"412670 TAMBOARA";4662
"412680 TAPEJARA";14556
"412690 TAPIRA";5798
"412700 TEIXEIRA SOARES";10083
"412710 TELEMACO BORBA";69623
"412720 TERRA BOA";15689
"412730 TERRA RICA";15042
"412740 TERRA ROXA";16651
"412750 TIBAGI";19304
"412760 TIJUCAS DO SUL";14436
"412770 TOLEDO";118855
"412780 TOMAZINA";8777
"412785 TRES BARRAS DO PARANA";11752
"412788 TUNAS DO PARANA";6233
"412790 TUNEIRAS DO OESTE";8691
"412795 TUPASSI";7992
"412796 TURVO";13773
"412800 UBIRATA";21405
"412810 UMUARAMA";99907
"412820 UNIAO DA VITORIA";52444
"412830 UNIFLOR";2460
"412840 URAI";11423
"412850 WENCESLAU BRAZ";19153
"412853 VENTANIA";9943
"412855 VERA CRUZ DO OESTE";8947
"412860 VERE";7867
"412862 ALTO PARAISO";3134
"412863 DOUTOR ULYSSES";5720
"412865 VIRMOND";3949
"412870 VITORINO";6484
"412880 XAMBRE";6009
"420005 ABDON BATISTA";2644
"420010 ABELARDO LUZ";17020
"420020 AGROLANDIA";9292
"420030 AGRONOMICA";4892
"420040 AGUA DOCE";6921
"420050 AGUAS DE CHAPECO";5950
"420055 AGUAS FRIAS";2420
"420060 AGUAS MORNAS";5526
"420070 ALFREDO WAGNER";9353
"420075 ALTO BELA VISTA";2005
"420080 ANCHIETA";6354
"420090 ANGELINA";5199
"420100 ANITA GARIBALDI";8596
"420110 ANITAPOLIS";3214
"420120 ANTONIO CARLOS";7443
"420125 APIUNA";9547
"420127 ARABUTA";4177
"420130 ARAQUARI";24742
"420140 ARARANGUA";60891
"420150 ARMAZEM";7730
"420160 ARROIO TRINTA";3494
"420165 ARVOREDO";2244
"420170 ASCURRA";7374
"420180 ATALANTA";3285
"420190 AURORA";5541
"420195 BALNEARIO ARROIO DO SILVA";9543
"420200 BALNEARIO CAMBORIU";107058
"420205 BALNEARIO BARRA DO SUL";8414
"420207 BALNEARIO GAIVOTA";8165
"420208 BANDEIRANTE";2899
"420209 BARRA BONITA";1872
"420210 BARRA VELHA";22292
"420213 BELA VISTA DO TOLDO";5984
"420215 BELMONTE";2623
"420220 BENEDITO NOVO";10299
"420230 BIGUACU";58022
"420240 BLUMENAU";306415
"420243 BOCAINA DO SUL";3263
"420245 BOMBINHAS";13988
"420250 BOM JARDIM DA SERRA";4379
"420253 BOM JESUS";2517
"420257 BOM JESUS DO OESTE";2123
"420260 BOM RETIRO";8881
"420270 BOTUVERA";4451
"420280 BRACO DO NORTE";28941
"420285 BRACO DO TROMBUDO";3370
"420287 BRUNOPOLIS";2849
"420290 BRUSQUE";104838
"420300 CACADOR";70257
"420310 CAIBI";6145
"420315 CALMON";3385
"420320 CAMBORIU";62188
"420325 CAPAO ALTO";2753
"420330 CAMPO ALEGRE";11665
"420340 CAMPO BELO DO SUL";7404
"420350 CAMPO ERE";9251
"420360 CAMPOS NOVOS";32645
"420370 CANELINHA";10578
"420380 CANOINHAS";52390
"420390 CAPINZAL";20644
"420395 CAPIVARI DE BAIXO";21662
"420400 CATANDUVAS";9515
"420410 CAXAMBU DO SUL";4405
"420415 CELSO RAMOS";2755
"420417 CERRO NEGRO";3573
"420419 CHAPADAO DO LAGEADO";2757
"420420 CHAPECO";181671
"420425 COCAL DO SUL";15148
"420430 CONCORDIA";68300
"420435 CORDILHEIRA ALTA";3766
"420440 CORONEL FREITAS";10181
"420445 CORONEL MARTINS";2454
"420450 CORUPA";13795
"420455 CORREIA PINTO";14595
"420460 CRICIUMA";190356
"420470 CUNHA PORA";10553
"420475 CUNHATAI";1871
"420480 CURITIBANOS";37468
"420490 DESCANSO";8615
"420500 DIONISIO CERQUEIRA";14734
"420510 DONA EMMA";3699
"420515 DOUTOR PEDRINHO";3598
"420517 ENTRE RIOS";3018
"420519 ERMO";2030
"420520 ERVAL VELHO";4338
"420530 FAXINAL DOS GUEDES";10638
"420535 FLOR DO SERTAO";1583
"420540 FLORIANOPOLIS";417459
"420543 FORMOSA DO SUL";2595
"420545 FORQUILHINHA";22461
"420550 FRAIBURGO";34434
"420555 FREI ROGERIO";2473
"420560 GALVAO";3470
"420570 GAROPABA";18003
"420580 GARUVA";14667
"420590 GASPAR";57765
"420600 GOVERNADOR CELSO RAMOS";12983
"420610 GRAO PARA";6198
"420620 GRAVATAL";10611
"420630 GUABIRUBA";18412
"420640 GUARACIABA";10468
"420650 GUARAMIRIM";35078
"420660 GUARUJA DO SUL";4896
"420665 GUATAMBU";4676
"420670 HERVAL D'OESTE";21191
"420675 IBIAM";1939
"420680 IBICARE";3361
"420690 IBIRAMA";17266
"420700 ICARA";58653
"420710 ILHOTA";12341
"420720 IMARUI";11646
"420730 IMBITUBA";39736
"420740 IMBUIA";5683
"420750 INDAIAL";54677
"420757 IOMERE";2727
"420760 IPIRA";4733
"420765 IPORA DO OESTE";8373
"420768 IPUACU";6795
"420770 IPUMIRIM";7155
"420775 IRACEMINHA";4244
"420780 IRANI";9497
"420785 IRATI";2096
"420790 IRINEOPOLIS";10337
"420800 ITA";6400
"420810 ITAIOPOLIS";20247
"420820 ITAJAI";182491
"420830 ITAPEMA";45592
"420840 ITAPIRANGA";15309
"420845 ITAPOA";14651
"420850 ITUPORANGA";22119
"420860 JABORA";4037
"420870 JACINTO MACHADO";10599
"420880 JAGUARUNA";17262
"420890 JARAGUA DO SUL";142251
"420895 JARDINOPOLIS";1760
"420900 JOACABA";26851
"420910 JOINVILLE";512186
"420915 JOSE BOITEUX";4711
"420917 JUPIA";2146
"420920 LACERDOPOLIS";2196
"420930 LAGES";156059
"420940 LAGUNA";51436
"420945 LAJEADO GRANDE";1488
"420950 LAURENTINO";5955
"420960 LAURO MULLER";14341
"420970 LEBON REGIS";11816
"420980 LEOBERTO LEAL";3334
"420985 LINDOIA DO SUL";4624
"420990 LONTRAS";10224
"421000 LUIZ ALVES";10362
"421003 LUZERNA";5577
"421005 MACIEIRA";1803
"421010 MAFRA";52596
"421020 MAJOR GERCINO";3276
"421030 MAJOR VIEIRA";7444
"421040 MARACAJA";6352
"421050 MARAVILHA";21931
"421055 MAREMA";2203
"421060 MASSARANDUBA";14644
"421070 MATOS COSTA";2833
"421080 MELEIRO";6979
"421085 MIRIM DOCE";2504
"421090 MODELO";4007
"421100 MONDAI";9947
"421105 MONTE CARLO";9284
"421110 MONTE CASTELO";8319
"421120 MORRO DA FUMACA";16087
"421125 MORRO GRANDE";2888
"421130 NAVEGANTES";60373
"421140 NOVA ERECHIM";4265
"421145 NOVA ITABERABA";4259
"421150 NOVA TRENTO";12145
"421160 NOVA VENEZA";13218
"421165 NOVO HORIZONTE";2738
"421170 ORLEANS";21374
"421175 OTACILIO COSTA";16318
"421180 OURO";7332
"421185 OURO VERDE";2266
"421187 PAIAL";1757
"421189 PAINEL";2353
"421190 PALHOCA";136712
"421200 PALMA SOLA";7711
"421205 PALMEIRA";2373
"421210 PALMITOS";15960
"421220 PAPANDUVA";17874
"421223 PARAISO";4023
"421225 PASSO DE TORRES";6584
"421227 PASSOS MAIA";4404
"421230 PAULO LOPES";6670
"421240 PEDRAS GRANDES";4094
"421250 PENHA";24992
"421260 PERITIBA";2985
"421270 PETROLANDIA";6128
"421280 BALNEARIO PICARRAS";17015
"421290 PINHALZINHO";16248
"421300 PINHEIRO PRETO";3121
"421310 PIRATUBA";4768
"421315 PLANALTO ALEGRE";2647
"421320 POMERODE";27565
"421330 PONTE ALTA";4885
"421335 PONTE ALTA DO NORTE";3297
"421340 PONTE SERRADA";10929
"421350 PORTO BELO";16033
"421360 PORTO UNIAO";33301
"421370 POUSO REDONDO";14736
"421380 PRAIA GRANDE";7228
"421390 PRESIDENTE CASTELLO BRANCO";1715
"421400 PRESIDENTE GETULIO";14788
"421410 PRESIDENTE NEREU";2258
"421415 PRINCESA";2731
"421420 QUILOMBO";10171
"421430 RANCHO QUEIMADO";2722
"421440 RIO DAS ANTAS";6128
"421450 RIO DO CAMPO";6179
"421460 RIO DO OESTE";6972
"421470 RIO DOS CEDROS";10243
"421480 RIO DO SUL";60692
"421490 RIO FORTUNA";4436
"421500 RIO NEGRINHO";39769
"421505 RIO RUFINO";2411
"421507 RIQUEZA";4828
"421510 RODEIO";10865
"421520 ROMELANDIA";5522
"421530 SALETE";7338
"421535 SALTINHO";3928
"421540 SALTO VELOSO";4284
"421545 SANGAO";10352
"421550 SANTA CECILIA";15725
"421555 SANTA HELENA";2381
"421560 SANTA ROSA DE LIMA";2059
"421565 SANTA ROSA DO SUL";8014
"421567 SANTA TEREZINHA";8742
"421568 SANTA TEREZINHA DO PROGRESSO";2892
"421569 SANTIAGO DO SUL";1465
"421570 SANTO AMARO DA IMPERATRIZ";19708
"421575 SAO BERNARDINO";2670
"421580 SAO BENTO DO SUL";74532
"421590 SAO BONIFACIO";2994
"421600 SAO CARLOS";10187
"421605 SAO CRISTOVAO DO SUL";4312
"421610 SAO DOMINGOS";9376
"421620 SAO FRANCISCO DO SUL";42273
"421625 SAO JOAO DO OESTE";6023
"421630 SAO JOAO BATISTA";26034
"421635 SAO JOAO DO ITAPERIU";3415
"421640 SAO JOAO DO SUL";6987
"421650 SAO JOAQUIM";24757
"421660 SAO JOSE";208739
"421670 SAO JOSE DO CEDRO";13616
"421680 SAO JOSE DO CERRITO";9198
"421690 SAO LOURENCO DO OESTE";21665
"421700 SAO LUDGERO";10925
"421710 SAO MARTINHO";3207
"421715 SAO MIGUEL DA BOA VISTA";1886
"421720 SAO MIGUEL DO OESTE";36129
"421725 SAO PEDRO DE ALCANTARA";3381
"421730 SAUDADES";8992
"421740 SCHROEDER";15258
"421750 SEARA";16880
"421755 SERRA ALTA";3254
"421760 SIDEROPOLIS";12980
"421770 SOMBRIO";26512
"421775 SUL BRASIL";2756
"421780 TAIO";17026
"421790 TANGARA";8651
"421795 TIGRINHOS";1752
"421800 TIJUCAS";30701
"421810 TIMBE DO SUL";5281
"421820 TIMBO";36642
"421825 TIMBO GRANDE";7142
"421830 TRES BARRAS";18081
"421835 TREVISO";3518
"421840 TREZE DE MAIO";6854
"421850 TREZE TILIAS";6316
"421860 TROMBUDO CENTRAL";6496
"421870 TUBARAO";96795
"421875 TUNAPOLIS";4615
"421880 TURVO";11809
"421885 UNIAO DO OESTE";2909
"421890 URUBICI";10668
"421895 URUPEMA";2472
"421900 URUSSANGA";20195
"421910 VARGEAO";3522
"421915 VARGEM";2805
"421917 VARGEM BONITA";4774
"421920 VIDAL RAMOS";6198
"421930 VIDEIRA";46909
"421935 VITOR MEIRELES";5163
"421940 WITMARSUM";3560
"421950 XANXERE";43626
"421960 XAVANTINA";4134
"421970 XAXIM";25649
"421985 ZORTEA";2975
"430003 ACEGUA";4355
"430005 AGUA SANTA";3705
"430010 AGUDO";16546
"430020 AJURICABA";7209
"430030 ALECRIM";7022
"430040 ALEGRETE";76987
"430045 ALEGRIA";4287
"430047 ALMIRANTE TAMANDARE DO SUL";2062
"430050 ALPESTRE";8011
"430055 ALTO ALEGRE";1839
"430057 ALTO FELIZ";2911
"430060 ALVORADA";194909
"430063 AMARAL FERRADOR";6285
"430064 AMETISTA DO SUL";7299
"430066 ANDRE DA ROCHA";1216
"430070 ANTA GORDA";6030
"430080 ANTONIO PRADO";12800
"430085 ARAMBARE";3673
"430087 ARARICA";4858
"430090 ARATIBA";6540
"430100 ARROIO DO MEIO";18655
"430105 ARROIO DO SAL";7688
"430107 ARROIO DO PADRE";2719
"430110 ARROIO DOS RATOS";13599
"430120 ARROIO DO TIGRE";12619
"430130 ARROIO GRANDE";18395
"430140 ARVOREZINHA";10167
"430150 AUGUSTO PESTANA";7071
"430155 AUREA";3647
"430160 BAGE";116116
"430163 BALNEARIO PINHAL";10815
"430165 BARAO";5734
"430170 BARAO DE COTEGIPE";6511
"430175 BARAO DO TRIUNFO";6993
"430180 BARRACAO";5339
"430185 BARRA DO GUARITA";3073
"430187 BARRA DO QUARAI";3967
"430190 BARRA DO RIBEIRO";12489
"430192 BARRA DO RIO AZUL";1999
"430195 BARRA FUNDA";2354
"430200 BARROS CASSAL";10990
"430205 BENJAMIN CONSTANT DO SUL";2299
"430210 BENTO GONCALVES";106632
"430215 BOA VISTA DAS MISSOES";2111
"430220 BOA VISTA DO BURICA";6480
"430222 BOA VISTA DO CADEADO";2438
"430223 BOA VISTA DO INCRA";2400
"430225 BOA VISTA DO SUL";2772
"430230 BOM JESUS";11474
"430235 BOM PRINCIPIO";11753
"430237 BOM PROGRESSO";2328
"430240 BOM RETIRO DO SUL";11408
"430245 BOQUEIRAO DO LEAO";7628
"430250 BOSSOROCA";6871
"430258 BOZANO";2197
"430260 BRAGA";3670
"430265 BROCHIER";4641
"430270 BUTIA";20364
"430280 CACAPAVA DO SUL";33502
"430290 CACEQUI";13584
"430300 CACHOEIRA DO SUL";83031
"430310 CACHOEIRINHA";117995
"430320 CACIQUE DOBLE";4865
"430330 CAIBATE";4932
"430340 CAICARA";5036
"430350 CAMAQUA";62077
"430355 CAMARGO";2589
"430360 CAMBARA DO SUL";6513
"430367 CAMPESTRE DA SERRA";3233
"430370 CAMPINA DAS MISSOES";6088
"430380 CAMPINAS DO SUL";5475
"430390 CAMPO BOM";59551
"430400 CAMPO NOVO";5435
"430410 CAMPOS BORGES";3484
"430420 CANDELARIA";29922
"430430 CANDIDO GODOI";6506
"430435 CANDIOTA";8747
"430440 CANELA";38857
"430450 CANGUCU";53009
"430460 CANOAS";322823
"430461 CANUDOS DO VALE";1802
"430462 CAPAO BONITO DO SUL";1753
"430463 CAPAO DA CANOA";41903
"430465 CAPAO DO CIPO";3098
"430466 CAPAO DO LEAO";24194
"430467 CAPIVARI DO SUL";3864
"430468 CAPELA DE SANTANA";11608
"430469 CAPITAO";2630
"430470 CARAZINHO";58808
"430471 CARAA";7292
"430480 CARLOS BARBOSA";25050
"430485 CARLOS GOMES";1606
"430490 CASCA";8636
"430495 CASEIROS";2995
"430500 CATUIPE";9299
"430510 CAXIAS DO SUL";433266
"430511 CENTENARIO";2958
"430512 CERRITO";6215
"430513 CERRO BRANCO";4434
"430515 CERRO GRANDE";2415
"430517 CERRO GRANDE DO SUL";10223
"430520 CERRO LARGO";13067
"430530 CHAPADA";9367
"430535 CHARQUEADAS";30579
"430537 CHARRUA";3467
"430540 CHIAPETTA";4029
"430543 CHUI";5860
"430544 CHUVISCA";4923
"430545 CIDREIRA";12616
"430550 CIRIACO";4919
"430558 COLINAS";2419
"430560 COLORADO";3548
"430570 CONDOR";6540
"430580 CONSTANTINA";9735
"430583 COQUEIRO BAIXO";1526
"430585 COQUEIROS DO SUL";2452
"430587 CORONEL BARROS";2453
"430590 CORONEL BICACO";7723
"430593 CORONEL PILAR";1723
"430595 COTIPORA";3909
"430597 COXILHA";2816
"430600 CRISSIUMAL";14010
"430605 CRISTAL";7240
"430607 CRISTAL DO SUL";2825
"430610 CRUZ ALTA";62340
"430613 CRUZALTENSE";2135
"430620 CRUZEIRO DO SUL";12236
"430630 DAVID CANABARRO";4681
"430632 DERRUBADAS";3185
"430635 DEZESSEIS DE NOVEMBRO";2863
"430637 DILERMANDO DE AGUIAR";3059
"430640 DOIS IRMAOS";27435
"430642 DOIS IRMAOS DAS MISSOES";2152
"430645 DOIS LAJEADOS";3272
"430650 DOM FELICIANO";14277
"430655 DOM PEDRO DE ALCANTARA";2543
"430660 DOM PEDRITO";38483
"430670 DONA FRANCISCA";3393
"430673 DOUTOR MAURICIO CARDOSO";5296
"430675 DOUTOR RICARDO";2017
"430676 ELDORADO DO SUL";34115
"430680 ENCANTADO";20397
"430690 ENCRUZILHADA DO SUL";24331
"430692 ENGENHO VELHO";1525
"430693 ENTRE-IJUIS";8869
"430695 ENTRE RIOS DO SUL";3072
"430697 EREBANGO";2969
"430700 ERECHIM";95236
"430705 ERNESTINA";3071
"430710 HERVAL";6693
"430720 ERVAL GRANDE";5137
"430730 ERVAL SECO";7850
"430740 ESMERALDA";3160
"430745 ESPERANCA DO SUL";3248
"430750 ESPUMOSO";15013
"430755 ESTACAO";6006
"430760 ESTANCIA VELHA";42437
"430770 ESTEIO";80370
"430780 ESTRELA";30486
"430781 ESTRELA VELHA";3625
"430783 EUGENIO DE CASTRO";2776
"430786 FAGUNDES VARELA";2578
"430790 FARROUPILHA";63242
"430800 FAXINAL DO SOTURNO";6651
"430805 FAXINALZINHO";2560
"430807 FAZENDA VILANOVA";3684
"430810 FELIZ";12322
"430820 FLORES DA CUNHA";26997
"430825 FLORIANO PEIXOTO";2004
"430830 FONTOURA XAVIER";10630
"430840 FORMIGUEIRO";6966
"430843 FORQUETINHA";2479
"430845 FORTALEZA DOS VALOS";4569
"430850 FREDERICO WESTPHALEN";28553
"430860 GARIBALDI";30502
"430865 GARRUCHOS";3232
"430870 GAURAMA";5840
"430880 GENERAL CAMARA";8397
"430885 GENTIL";1673
"430890 GETULIO VARGAS";15983
"430900 GIRUA";16852
"430905 GLORINHA";6842
"430910 GRAMADO";31945
"430912 GRAMADO DOS LOUREIROS";2243
"430915 GRAMADO XAVIER";3956
"430920 GRAVATAI";254941
"430925 GUABIJU";1596
"430930 GUAIBA";94975
"430940 GUAPORE";22642
"430950 GUARANI DAS MISSOES";8062
"430955 HARMONIA";4244
"430957 HERVEIRAS";2945
"430960 HORIZONTINA";18286
"430965 HULHA NEGRA";5971
"430970 HUMAITA";4893
"430975 IBARAMA";4363
"430980 IBIACA";4699
"430990 IBIRAIARAS";7161
"430995 IBIRAPUITA";4051
"431000 IBIRUBA";19192
"431010 IGREJINHA";31481
"431020 IJUI";77925
"431030 ILOPOLIS";4065
"431033 IMBE";17605
"431036 IMIGRANTE";3011
"431040 INDEPENDENCIA";6582
"431041 INHACORA";2267
"431043 IPE";5966
"431046 IPIRANGA DO SUL";1941
"431050 IRAI";7943
"431053 ITAARA";4991
"431055 ITACURUBI";3419
"431057 ITAPUCA";2340
"431060 ITAQUI";37870
"431065 ITATI";2552
"431070 ITATIBA DO SUL";4162
"431075 IVORA";2140
"431080 IVOTI";19768
"431085 JABOTICABA";4083
"431087 JACUIZINHO";2499
"431090 JACUTINGA";3593
"431100 JAGUARAO";27695
"431110 JAGUARI";11304
"431112 JAQUIRANA";4173
"431113 JARI";3536
"431115 JOIA";8296
"431120 JULIO DE CASTILHOS";19353
"431123 LAGOA BONITA DO SUL";2655
"431125 LAGOAO";6156
"431127 LAGOA DOS TRES CANTOS";1596
"431130 LAGOA VERMELHA";27289
"431140 LAJEADO";70804
"431142 LAJEADO DO BUGRE";2487
"431150 LAVRAS DO SUL";7624
"431160 LIBERATO SALZANO";5772
"431162 LINDOLFO COLLOR";5214
"431164 LINHA NOVA";1624
"431170 MACHADINHO";5493
"431171 MACAMBARA";4718
"431173 MAMPITUBA";3002
"431175 MANOEL VIANA";7056
"431177 MAQUINE";6886
"431179 MARATA";2518
"431180 MARAU";36209
"431190 MARCELINO RAMOS";5061
"431198 MARIANA PIMENTEL";3733
"431200 MARIANO MORO";2207
"431205 MARQUES DE SOUZA";4057
"431210 MATA";5085
"431213 MATO CASTELHANO";2323
"431215 MATO LEITAO";3855
"431217 MATO QUEIMADO";1792
"431220 MAXIMILIANO DE ALMEIDA";4899
"431225 MINAS DO LEAO";7623
"431230 MIRAGUAI";4847
"431235 MONTAURI";1536
"431237 MONTE ALEGRE DOS CAMPOS";3095
"431238 MONTE BELO DO SUL";2657
"431240 MONTENEGRO";58513
"431242 MORMACO";2726
"431244 MORRINHOS DO SUL";3179
"431245 MORRO REDONDO";6210
"431247 MORRO REUTER";5665
"431250 MOSTARDAS";12073
"431260 MUCUM";4776
"431261 MUITOS CAPOES";2969
"431262 MULITERNO";1812
"431265 NAO-ME-TOQUE";15811
"431267 NICOLAU VERGUEIRO";1720
"431270 NONOAI";11980
"431275 NOVA ALVORADA";3164
"431280 NOVA ARACA";3999
"431290 NOVA BASSANO";8820
"431295 NOVA BOA VISTA";1960
"431300 NOVA BRESCIA";3178
"431301 NOVA CANDELARIA";2745
"431303 NOVA ESPERANCA DO SUL";4664
"431306 NOVA HARTZ";18317
"431308 NOVA PADUA";2431
